country,state,city,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn_label,churn_value,churn_score,cltv,churn_reason,tenure_group
United States,California,Graton,Male,0,1,0,64,1,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,1,Bank transfer (automatic),76.1,4818.8,No,0,26,4222,Not Churned,5+ years
United States,California,Guerneville,Male,0,1,1,62,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),115.55,7159.05,No,0,25,6349,Not Churned,5+ years
United States,California,Healdsburg,Male,0,1,1,63,1,Yes,No,No,No,No,No,No,No,Two year,0,Credit card (automatic),24.65,1574.5,No,0,40,4392,Not Churned,5+ years
United States,California,Hopland,Female,0,0,0,53,0,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,1,Electronic check,53.6,2879.2,No,0,28,5183,Not Churned,4–5 years
United States,California,Jenner,Male,0,1,1,5,1,No,No,No,No,No,No,No,No,Month-to-month,0,Mailed check,19.45,86.05,No,0,79,4573,Not Churned,0–1 year
United States,California,Kelseyville,Male,1,1,0,49,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,88.2,4159.45,No,0,24,5987,Not Churned,4–5 years
United States,California,Kenwood,Female,0,1,1,62,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,1,Bank transfer (automatic),101.15,6638.35,No,0,36,5735,Not Churned,5+ years
United States,California,Lakeport,Female,0,1,0,55,1,No,DSL,Yes,Yes,No,Yes,No,No,Two year,0,Mailed check,56.8,3112.05,No,0,33,4702,Not Churned,4–5 years
United States,California,Laytonville,Female,1,1,0,71,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,1,Electronic check,99.4,7168.25,No,0,29,4964,Not Churned,5+ years
United States,California,Little River,Female,0,1,1,72,1,No,No,No,No,No,No,No,No,Two year,1,Credit card (automatic),20.1,1326.25,No,0,41,4603,Not Churned,5+ years
United States,California,Lower Lake,Male,0,1,0,36,0,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,0,Credit card (automatic),60.7,2234.55,No,0,69,3671,Not Churned,2–3 years
United States,California,Lucerne,Male,0,1,0,25,1,No,No,No,No,No,No,No,No,One year,1,Bank transfer (automatic),20.95,495.15,No,0,77,5682,Not Churned,2–3 years
United States,California,Manchester,Female,1,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),114.85,8317.95,No,0,26,4796,Not Churned,5+ years
United States,California,Mendocino,Female,0,0,0,36,1,No,No,No,No,No,No,No,No,One year,1,Bank transfer (automatic),19.25,679.8,No,0,79,4904,Not Churned,2–3 years
United States,California,Middletown,Male,0,0,0,1,1,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Mailed check,62.8,62.8,No,0,36,2438,Not Churned,0–1 year
United States,California,Monte Rio,Female,0,1,0,72,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,1,Electronic check,105.5,7544.0,No,0,62,5551,Not Churned,5+ years
United States,California,Navarro,Male,0,1,1,59,1,No,No,No,No,No,No,No,No,Two year,0,Mailed check,19.85,1188.25,No,0,59,6144,Not Churned,4–5 years
United States,California,Occidental,Female,0,0,0,1,1,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,0,Credit card (automatic),74.1,74.1,No,0,23,2900,Not Churned,0–1 year
United States,California,Philo,Female,0,1,1,30,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,107.5,3242.5,No,0,51,3094,Not Churned,2–3 years
United States,California,Point Arena,Male,0,0,0,64,1,No,No,No,No,No,No,No,No,Two year,0,Mailed check,19.55,1240.15,No,0,27,6036,Not Churned,5+ years
United States,California,Potter Valley,Male,0,0,0,63,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,0,Bank transfer (automatic),68.8,4111.35,No,0,40,5082,Not Churned,5+ years
United States,California,Redwood Valley,Male,1,1,0,72,1,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,0,Credit card (automatic),84.45,5899.85,No,0,25,5856,Not Churned,5+ years
United States,California,Sebastopol,Female,0,0,0,62,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),84.5,5193.2,No,0,61,5466,Not Churned,5+ years
United States,California,Sonoma,Male,0,1,1,67,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),111.2,7530.8,No,0,71,6060,Not Churned,5+ years
United States,California,Upper Lake,Female,0,1,0,70,1,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),80.6,5460.2,No,0,68,5880,Not Churned,5+ years
United States,California,Westport,Female,1,0,0,20,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,0,Bank transfer (automatic),80.7,1614.2,No,0,73,3111,Not Churned,1–2 years
United States,California,Willits,Female,0,0,0,5,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,75.6,402.5,No,0,27,3469,Not Churned,0–1 year
United States,California,Windsor,Female,0,1,0,24,0,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,0,Electronic check,57.6,1367.75,No,0,70,5623,Not Churned,1–2 years
United States,California,Yorkville,Male,0,1,0,72,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),110.6,7962.2,No,0,64,5444,Not Churned,5+ years
United States,California,The Sea Ranch,Female,0,1,0,66,1,No,DSL,Yes,Yes,No,Yes,No,No,Two year,1,Credit card (automatic),58.2,3810.8,No,0,79,5313,Not Churned,5+ years
United States,California,Eureka,Female,0,1,0,45,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Mailed check,81.0,3533.6,No,0,56,2934,Not Churned,3–4 years
United States,California,Eureka,Female,0,1,1,69,1,No,No,No,No,No,No,No,No,Two year,0,Bank transfer (automatic),19.7,1396.9,No,0,76,4131,Not Churned,5+ years
United States,California,Blocksburg,Female,0,0,0,28,1,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,1,Bank transfer (automatic),59.55,1646.45,No,0,37,3354,Not Churned,2–3 years
United States,California,Arcata,Female,0,0,0,36,1,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,1,Mailed check,75.55,2680.15,No,0,22,3235,Not Churned,2–3 years
United States,California,Burnt Ranch,Male,0,1,0,42,0,No,DSL,No,Yes,Yes,No,No,Yes,One year,1,Credit card (automatic),45.1,2049.05,No,0,71,3844,Not Churned,3–4 years
United States,California,Carlotta,Male,0,0,0,48,1,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,1,Bank transfer (automatic),70.95,3629.2,No,0,56,2667,Not Churned,3–4 years
United States,California,Fields Landing,Female,0,1,1,11,1,No,No,No,No,No,No,No,No,Two year,0,Credit card (automatic),20.9,202.3,No,0,63,5359,Not Churned,0–1 year
United States,California,Fortuna,Male,0,0,0,7,1,No,No,No,No,No,No,No,No,Month-to-month,1,Mailed check,19.95,147.5,No,0,38,3331,Not Churned,0–1 year
United States,California,Garberville,Female,0,0,0,3,1,Yes,No,No,No,No,No,No,No,Month-to-month,0,Mailed check,24.6,86.35,No,0,56,5756,Not Churned,0–1 year
United States,California,Gasquet,Male,0,0,0,8,1,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,1,Electronic check,66.7,579.0,No,0,35,4490,Not Churned,0–1 year
United States,California,Hoopa,Male,0,1,1,32,1,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,0,Mailed check,94.8,3131.55,No,0,52,5288,Not Churned,2–3 years
United States,California,Hydesville,Male,0,1,0,60,1,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,1,Bank transfer (automatic),65.85,3928.3,No,0,48,4053,Not Churned,4–5 years
United States,California,Klamath,Female,0,1,0,10,1,No,No,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),19.95,187.75,No,0,54,3831,Not Churned,0–1 year
United States,California,Kneeland,Female,0,1,0,71,1,Yes,No,No,No,No,No,No,No,Two year,1,Bank transfer (automatic),24.65,1710.15,No,0,42,4015,Not Churned,5+ years
United States,California,Mad River,Female,0,1,0,43,0,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,1,Bank transfer (automatic),51.25,2151.6,No,0,43,5656,Not Churned,3–4 years
United States,California,Myers Flat,Female,0,1,0,23,1,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,0,Electronic check,54.25,1221.55,No,0,49,5140,Not Churned,1–2 years
United States,California,Orick,Female,0,1,0,72,1,No,No,No,No,No,No,No,No,Two year,0,Bank transfer (automatic),19.4,1496.45,No,0,79,5398,Not Churned,5+ years
United States,California,Orleans,Male,0,1,0,22,1,No,DSL,Yes,No,No,Yes,No,No,One year,1,Credit card (automatic),56.25,1292.2,No,0,28,3733,Not Churned,1–2 years
United States,California,Petrolia,Female,0,0,0,1,0,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,25.15,25.15,No,0,45,3513,Not Churned,0–1 year
United States,California,Phillipsville,Male,0,0,0,69,1,Yes,No,No,No,No,No,No,No,Two year,0,Bank transfer (automatic),23.95,1713.1,No,0,31,6059,Not Churned,5+ years
United States,California,Redway,Male,0,0,0,50,0,No,DSL,Yes,No,No,Yes,No,No,One year,1,Mailed check,35.4,1748.9,No,0,36,5052,Not Churned,4–5 years
United States,California,Samoa,Female,0,1,0,15,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,0,Bank transfer (automatic),75.35,1114.55,No,0,67,4891,Not Churned,1–2 years
United States,California,Scotia,Male,0,0,0,31,1,No,No,No,No,No,No,No,No,Two year,0,Bank transfer (automatic),20.4,609.1,No,0,29,5363,Not Churned,2–3 years
United States,California,Redcrest,Female,0,1,0,0,0,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Credit card (automatic),56.05,0.0,No,0,30,4740,Not Churned,
United States,California,Weott,Female,0,0,0,8,1,No,No,No,No,No,No,No,No,Two year,0,Mailed check,20.0,141.6,No,0,71,3087,Not Churned,0–1 year
United States,California,Willow Creek,Male,0,1,0,64,1,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,1,Credit card (automatic),73.05,4688.65,No,0,28,4515,Not Churned,5+ years
United States,California,Leggett,Female,0,1,0,28,1,No,No,No,No,No,No,No,No,Month-to-month,0,Mailed check,20.5,563.05,No,0,41,5145,Not Churned,2–3 years
United States,California,Piercy,Female,0,1,0,57,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Credit card (automatic),100.75,5985.0,No,0,31,6354,Not Churned,4–5 years
United States,California,Zenia,Male,0,0,0,19,1,No,No,No,No,No,No,No,No,Two year,1,Mailed check,19.95,373.5,No,0,50,2831,Not Churned,1–2 years
United States,California,Auburn,Female,0,1,0,51,0,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,49.65,2553.35,No,0,30,5528,Not Churned,4–5 years
United States,California,Auburn,Female,0,1,0,67,1,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,0,Mailed check,65.65,4322.85,No,0,20,5441,Not Churned,5+ years
United States,California,West Sacramento,Male,0,1,1,11,1,No,No,No,No,No,No,No,No,Month-to-month,1,Electronic check,20.45,250.8,No,0,28,2606,Not Churned,0–1 year
United States,California,Brooks,Male,0,1,0,72,0,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),60.95,4549.05,No,0,21,4147,Not Churned,5+ years
United States,California,Capay,Male,0,1,0,66,1,No,No,No,No,No,No,No,No,One year,1,Electronic check,20.35,1359.5,No,0,22,4845,Not Churned,5+ years
United States,California,Citrus Heights,Female,0,0,0,9,1,No,No,No,No,No,No,No,No,Month-to-month,1,Electronic check,19.5,178.85,No,0,64,4283,Not Churned,0–1 year
United States,California,Clarksburg,Female,0,0,0,9,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),75.2,633.85,No,0,68,5841,Not Churned,0–1 year
United States,California,Cool,Male,0,1,0,48,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),111.45,5315.1,No,0,74,2319,Not Churned,3–4 years
United States,California,Courtland,Male,0,0,0,10,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Mailed check,70.15,735.5,No,0,78,3963,Not Churned,0–1 year
United States,California,Citrus Heights,Female,0,1,0,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),92.0,6474.4,No,0,42,6434,Not Churned,5+ years
United States,California,El Dorado,Female,0,1,0,51,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),85.5,4421.95,No,0,43,6261,Not Churned,4–5 years
United States,California,Elverta,Male,1,1,0,61,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,82.15,4904.85,No,0,33,4250,Not Churned,5+ years
United States,California,Esparto,Male,0,0,0,54,1,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,0,Electronic check,84.4,4484.05,No,0,31,4154,Not Churned,4–5 years
United States,California,Fair Oaks,Female,0,0,0,33,1,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Mailed check,60.9,2033.85,No,0,36,3009,Not Churned,2–3 years
United States,California,Fiddletown,Female,0,0,0,27,1,No,No,No,No,No,No,No,No,Two year,1,Bank transfer (automatic),20.25,538.2,No,0,79,5250,Not Churned,2–3 years
United States,California,Foresthill,Male,0,0,0,23,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,0,Mailed check,95.3,2192.9,No,0,68,5029,Not Churned,1–2 years
United States,California,Galt,Male,0,0,1,1,1,No,No,No,No,No,No,No,No,Month-to-month,0,Mailed check,19.85,19.85,No,0,75,4840,Not Churned,0–1 year
United States,California,Garden Valley,Male,0,1,0,45,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Mailed check,84.35,3858.05,No,0,35,3403,Not Churned,3–4 years
United States,California,Georgetown,Female,0,1,1,39,1,No,No,No,No,No,No,No,No,Two year,1,Bank transfer (automatic),19.85,854.8,No,0,72,3032,Not Churned,3–4 years
United States,California,Grizzly Flats,Male,0,1,0,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Bank transfer (automatic),82.3,5815.15,No,0,60,4162,Not Churned,5+ years
United States,California,Guinda,Female,0,1,1,58,1,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),66.8,3970.4,No,0,70,6433,Not Churned,4–5 years
United States,California,Herald,Female,0,0,0,70,0,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,1,Bank transfer (automatic),44.6,3058.15,No,0,26,4442,Not Churned,5+ years
United States,California,Hood,Male,0,1,1,61,1,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,1,Bank transfer (automatic),98.45,6145.2,No,0,64,4000,Not Churned,5+ years
United States,California,Ione,Male,0,0,0,2,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Mailed check,70.7,129.2,No,0,38,2388,Not Churned,0–1 year
United States,California,Isleton,Female,0,1,0,46,1,Yes,No,No,No,No,No,No,No,One year,0,Mailed check,24.95,1165.9,No,0,58,3979,Not Churned,3–4 years
United States,California,Kirkwood,Female,0,0,0,48,1,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),102.5,4904.25,No,0,75,3262,Not Churned,3–4 years
United States,California,Lincoln,Male,0,0,0,64,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),86.55,5632.55,No,0,57,4934,Not Churned,5+ years
United States,California,Loomis,Male,0,1,1,72,1,Yes,No,No,No,No,No,No,No,Two year,0,Bank transfer (automatic),24.3,1643.25,No,0,43,5160,Not Churned,5+ years
United States,California,Lotus,Female,0,1,1,12,1,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,1,Credit card (automatic),58.35,740.55,No,0,29,5068,Not Churned,0–1 year
United States,California,Mather,Female,0,1,0,72,1,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,0,Credit card (automatic),68.75,4888.2,No,0,52,4505,Not Churned,5+ years
United States,California,Newcastle,Male,0,1,0,29,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,85.8,2440.25,No,0,70,2568,Not Churned,2–3 years
United States,California,Nicolaus,Male,0,1,0,33,1,No,No,No,No,No,No,No,No,One year,0,Credit card (automatic),20.1,620.55,No,0,59,3636,Not Churned,2–3 years
United States,California,North Highlands,Female,0,0,0,1,1,No,No,No,No,No,No,No,No,Month-to-month,0,Mailed check,20.35,20.35,No,0,72,5774,Not Churned,0–1 year
United States,California,Roseville,Female,0,1,1,62,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Electronic check,110.8,6840.95,No,0,49,4306,Not Churned,5+ years
United States,California,Pilot Hill,Female,0,0,0,4,1,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),82.85,319.6,No,0,80,3154,Not Churned,0–1 year
United States,California,Pine Grove,Female,0,0,0,24,1,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,1,Electronic check,84.35,1938.05,No,0,31,2198,Not Churned,1–2 years
United States,California,Pioneer,Female,0,1,0,14,1,No,No,No,No,No,No,No,No,One year,0,Mailed check,19.55,294.5,No,0,47,5620,Not Churned,1–2 years
United States,California,Placerville,Male,0,0,1,3,1,No,No,No,No,No,No,No,No,Month-to-month,0,Mailed check,19.95,58.3,No,0,77,4430,Not Churned,0–1 year
United States,California,Rancho Cordova,Male,0,0,0,8,1,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,66.25,546.45,No,0,60,3026,Not Churned,0–1 year
United States,California,Rescue,Female,0,0,0,35,1,Yes,No,No,No,No,No,No,No,Two year,0,Bank transfer (automatic),23.3,797.1,No,0,78,2416,Not Churned,2–3 years
United States,California,Rio Oso,Male,0,0,1,66,1,Yes,No,No,No,No,No,No,No,Two year,1,Credit card (automatic),25.3,1673.8,No,0,56,6019,Not Churned,5+ years
United States,California,River Pines,Male,0,0,0,8,0,No,DSL,Yes,No,No,Yes,No,Yes,Two year,1,Mailed check,44.55,343.45,No,0,66,5489,Not Churned,0–1 year
United States,California,Rocklin,Female,0,1,0,71,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,1,Credit card (automatic),104.1,7412.25,No,0,45,4695,Not Churned,5+ years
United States,California,Roseville,Female,0,1,1,43,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Bank transfer (automatic),92.55,4039.0,No,0,37,3853,Not Churned,3–4 years
United States,California,Shingle Springs,Male,1,0,0,29,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),101.45,2948.6,No,0,76,5285,Not Churned,2–3 years
United States,California,Somerset,Male,0,1,1,65,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,0,Credit card (automatic),94.55,6078.75,No,0,36,4603,Not Churned,5+ years
United States,California,Sutter Creek,Male,0,0,0,35,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,0,Electronic check,95.5,3418.2,No,0,27,3715,Not Churned,2–3 years
United States,California,Thornton,Male,0,0,0,64,1,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,1,Credit card (automatic),100.3,6603.8,No,0,77,4986,Not Churned,5+ years
United States,California,Vacaville,Female,0,1,0,58,0,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),55.5,3166.9,No,0,69,4080,Not Churned,4–5 years
United States,California,Vacaville,Female,1,0,0,18,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),49.85,865.75,No,0,71,3283,Not Churned,1–2 years
United States,California,Volcano,Male,0,1,1,67,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),89.55,6373.1,No,0,45,6111,Not Churned,5+ years
United States,California,Walnut Grove,Male,0,1,1,63,1,No,No,No,No,No,No,No,No,Two year,1,Mailed check,19.15,1177.05,No,0,38,6373,Not Churned,5+ years
United States,California,West Sacramento,Female,0,1,0,60,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,99.8,5985.75,No,0,38,6213,Not Churned,4–5 years
United States,California,Wilton,Female,0,1,1,70,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),113.05,7869.05,No,0,54,4203,Not Churned,5+ years
United States,California,Woodland,Female,0,0,0,48,1,No,No,No,No,No,No,No,No,One year,0,Mailed check,19.95,936.7,No,0,21,3396,Not Churned,3–4 years
United States,California,Alta,Male,0,1,0,12,1,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,74.15,741.4,No,0,52,5426,Not Churned,0–1 year
United States,California,Applegate,Male,1,1,0,71,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,1,Electronic check,92.0,6585.2,No,0,66,4322,Not Churned,5+ years
United States,California,Camino,Male,1,0,0,44,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,73.85,3122.4,No,0,48,4374,Not Churned,3–4 years
United States,California,Dutch Flat,Male,0,1,1,45,1,Yes,No,No,No,No,No,No,No,Two year,0,Mailed check,24.45,1088.25,No,0,57,3586,Not Churned,3–4 years
United States,California,Emigrant Gap,Female,0,0,0,23,1,Yes,No,No,No,No,No,No,No,One year,0,Credit card (automatic),24.8,615.35,No,0,46,4402,Not Churned,1–2 years
United States,California,Gold Run,Female,0,1,0,43,1,Yes,DSL,No,No,No,Yes,Yes,No,One year,1,Bank transfer (automatic),64.85,2908.2,No,0,72,4000,Not Churned,3–4 years
United States,California,Kyburz,Male,0,0,0,35,1,No,No,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),20.75,739.9,No,0,75,5876,Not Churned,2–3 years
United States,California,Echo Lake,Male,0,1,0,9,1,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,1,Mailed check,68.95,593.85,No,0,29,2452,Not Churned,0–1 year
United States,California,Pollock Pines,Female,1,1,0,65,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),109.4,7227.45,No,0,39,4452,Not Churned,5+ years
United States,California,Twin Bridges,Male,0,0,0,27,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,49.0,1291.35,No,0,51,5428,Not Churned,2–3 years
United States,California,Weimar,Female,0,0,0,40,1,No,DSL,No,No,Yes,No,No,No,One year,1,Mailed check,50.25,2023.55,No,0,25,2449,Not Churned,3–4 years
United States,California,Granite Bay,Male,0,1,0,8,1,No,No,No,No,No,No,No,No,One year,0,Credit card (automatic),19.9,153.95,No,0,29,3152,Not Churned,0–1 year
United States,California,Roseville,Female,1,1,0,58,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,1,Bank transfer (automatic),97.8,5458.8,No,0,23,6019,Not Churned,4–5 years
United States,California,Elk Grove,Female,0,1,1,52,1,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,0,Electronic check,100.3,5244.45,No,0,29,4811,Not Churned,4–5 years
United States,California,El Dorado Hills,Male,0,1,0,3,1,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,1,Mailed check,55.8,154.55,No,0,48,2662,Not Churned,0–1 year
United States,California,Rocklin,Male,0,0,1,41,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,111.15,4507.15,No,0,32,5038,Not Churned,3–4 years
United States,California,Woodland,Male,0,0,0,20,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Mailed check,98.55,2031.95,No,0,42,3300,Not Churned,1–2 years
United States,California,Sacramento,Male,0,0,1,1,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,50.05,50.05,No,0,61,5523,Not Churned,0–1 year
United States,California,Sacramento,Male,0,0,0,23,1,No,No,No,No,No,No,No,No,Month-to-month,0,Electronic check,20.85,473.9,No,0,53,4263,Not Churned,1–2 years
United States,California,Sacramento,Female,1,0,0,6,1,No,No,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),19.5,106.8,No,0,77,3288,Not Churned,0–1 year
United States,California,Sacramento,Male,0,1,1,8,1,No,No,No,No,No,No,No,No,Month-to-month,1,Mailed check,19.35,152.6,No,0,58,5416,Not Churned,0–1 year
United States,California,Sacramento,Male,0,0,0,18,1,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,0,Mailed check,69.5,1199.4,No,0,24,4466,Not Churned,1–2 years
United States,California,Sacramento,Male,1,0,0,52,0,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),48.8,2555.05,No,0,67,4865,Not Churned,4–5 years
United States,California,Sacramento,Male,0,0,0,31,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.5,2979.2,No,0,42,3949,Not Churned,2–3 years
United States,California,Sacramento,Male,0,1,1,29,1,No,No,No,No,No,No,No,No,Month-to-month,1,Mailed check,20.65,654.85,No,0,72,4667,Not Churned,2–3 years
United States,California,Sacramento,Female,0,1,0,36,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,1,Credit card (automatic),106.05,3834.4,No,0,25,4505,Not Churned,2–3 years
United States,California,Sacramento,Male,0,1,0,42,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,1,Electronic check,108.3,4586.15,No,0,63,5106,Not Churned,3–4 years
United States,California,Sacramento,Female,0,0,0,60,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,1,Electronic check,99.65,5941.05,No,0,41,4616,Not Churned,4–5 years
United States,California,Sacramento,Male,0,1,0,22,1,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,0,Credit card (automatic),95.9,2234.95,No,0,56,3207,Not Churned,1–2 years
United States,California,Sacramento,Male,0,1,0,36,1,No,No,No,No,No,No,No,No,One year,0,Mailed check,20.0,666.75,No,0,60,4175,Not Churned,2–3 years
United States,California,Sacramento,Male,0,0,0,9,1,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,0,Mailed check,64.95,547.8,No,0,66,3013,Not Churned,0–1 year
United States,California,Sacramento,Male,0,1,1,1,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,0,Credit card (automatic),74.6,74.6,No,0,22,5494,Not Churned,0–1 year
United States,California,Sacramento,Male,0,1,1,12,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,49.2,571.15,No,0,37,3582,Not Churned,0–1 year
United States,California,Sacramento,Female,0,0,0,23,1,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,1,Mailed check,73.75,1756.6,No,0,28,3483,Not Churned,1–2 years
United States,California,Sacramento,Male,0,0,0,62,1,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,1,Bank transfer (automatic),92.3,5731.45,No,0,58,6468,Not Churned,5+ years
United States,California,Sacramento,Female,0,0,0,8,1,No,No,No,No,No,No,No,No,Month-to-month,0,Mailed check,19.2,156.85,No,0,42,2879,Not Churned,0–1 year
